Standard Make,Standard Model,Standard Hierarchy Value,Classification Type,Confirmed Model Years,First Confirmed Model Year,Last Confirmed Model Year,Non-Contiguous Year Segments,Lifecycle Status,Validation Status,Source Organization Count,Source Dataset Count,Primary Source Organization,Primary Source Document,Primary Source URL,Secondary Source Organization,Secondary Source Document,Secondary Source URL,Source Access Date,Catalog Origin,Present in Original Source,Raw Source Value,Notes
BMW,7 Series,735Il,Trim,1989-1992,1989,1992,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,735IL,
BMW,7 Series,740Il,Trim,1993-2001,1993,2001,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,740IL,
BMW,7 Series,740Li,Trim,2011-2016,2011,2016,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,740LI,
BMW,7 Series,750Il,Trim,1989-2001,1989,2001,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,750IL,
BMW,7 Series,750Li,Trim,2006-2016,2006,2016,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,750LI,
BMW,7 Series,760Li,Trim,2003-2008; 2010-2015,2003,2015,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,760LI,
BMW,7 Series,Activehybrid,Trim,2011-2015,2011,2015,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,ACTIVEHYBRID,
BMW,7 Series,M760I,Trim,2017-2022,2017,2022,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,M760I,
BMW,8 Series,840Ci,Trim,1994-1997,1994,1997,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,840CI,
BMW,8 Series,850Ci,Trim,1992-1997,1992,1997,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,850CI,
BMW,8 Series,850Csi,Trim,1994-1995,1994,1995,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,850CSI,
BMW,8 Series,M850I,Trim,2019-2026,2019,2026,1,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,M850I,
BMW,M2,Competition,Trim,2019-2021,2019,2021,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,COMPETITION,
BMW,Z4,M40I,Trim,2020-2026,2020,2026,1,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,M40I,
BMW,i3,REX,Trim,2014-2019,2014,2019,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,REX,
BMW,i4,Edrive40,Trim,2022-2026,2022,2026,1,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,EDRIVE40,
Cadillac,Fleetwood,Brougham,Trim,1985-1986; 1990,1985,1990,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,BROUGHAM,
Chevrolet,Chevy Van (G-Series),G10,Trim,1984-1998,1984,1998,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,G10,
Chevrolet,Chevy Van (G-Series),G30,Trim,1982-1999; 2001-2002,1982,2002,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,G30,
Chevrolet,Corvette,Z06,Trim,2006-2013; 2019; 2023-2027,2006,2027,3,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,Z06,
Chevrolet,Corvette,ZR1,Trim,2009-2010; 2012-2013; 2019; 2025-2027,2009,2027,4,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,ZR1,
Chevrolet,Express,3500-,Trim,1997-2001; 2004-2022; 2024,1997,2024,3,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,3500-,
Chevrolet,HHR,Panel,Trim,2007-2011,2007,2011,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,PANEL,
Chevrolet,Malibu,Maxx,Trim,2004-2007,2004,2007,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,MAXX,
Chevrolet,S-10,T10,Trim,1984-1988; 1995; 2000-2001,1984,2001,3,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,T10,
Chrysler,Town & Country,AND,Trim,1983-1984; 1986; 1988-1991; 2001; 2009-2017,1983,2017,5,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,AND,
Dodge,Challenger,Demon,Trim,2018; 2023,2018,2023,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,DEMON,
Dodge,Challenger,SRT,Series,2016-2023,2016,2023,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,SRT,SRT (Street & Racing Technology) is the official performance series across Stellantis models.
Dodge,Charger,SRT,Series,2016-2023,2016,2023,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,SRT,SRT (Street & Racing Technology) is the official performance series across Stellantis models.
Dodge,Durango,SRT,Series,2018-2025,2018,2025,1,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,SRT,SRT (Street & Racing Technology) is the official performance series across Stellantis models.
Dodge,Ram 150-350 (D/W Series),D100,Trim,1984-1993,1984,1993,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,D100,
Dodge,Ram 150-350 (D/W Series),D150,Trim,1981; 1984-1993,1981,1993,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,D150,
Dodge,Ram 150-350 (D/W Series),D250,Trim,1984-1993,1984,1993,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,D250,
Dodge,Ram 150-350 (D/W Series),W100,Trim,1984-1993,1984,1993,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,W100,
Dodge,Ram 150-350 (D/W Series),W150,Trim,1984-1993,1984,1993,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,W150,
Dodge,Ram 150-350 (D/W Series),W250,Trim,1983-1994,1983,1994,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,W250,
Dodge,Ram 50,Power,Trim,1984-1993,1984,1993,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,POWER,
Dodge,Ram Van,B150,Trim,1981-1982; 1984-1995; 1999; 2001,1981,2001,4,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,B150,
Dodge,Ram Van,B250,Trim,1981; 1984-1998,1981,1998,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,B250,
Dodge,Ram Van,B350,Trim,1984-1994; 1998-2000,1984,2000,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,B350,
Dodge,Ramcharger,Ad150,Trim,1984-1991; 1993,1984,1993,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,AD150,
Ferrari,488,GTB,Trim,2016-2019,2016,2019,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,GTB,
Ford,Escort,ZX2,Trim,1998-2003,1998,2003,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,ZX2,
Ford,Mustang,Gt500,Trim,2020-2022,2020,2022,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,GT500,
Ford,Taurus,SHO,Trim,1990-1999,1990,1999,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,SHO,
GMC,C/K 1500-2500 (Sierra Classic era),C15,Trim,1984-1986; 1988-1996,1984,1996,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,C15,
GMC,C/K 1500-2500 (Sierra Classic era),C25,Trim,1984-1986; 1988; 1992-1996,1984,1996,3,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,C25,
GMC,C/K 1500-2500 (Sierra Classic era),K25,Trim,1984-1986; 1988-1989; 1993; 1995-1996,1984,1996,4,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,K25,
GMC,C/K 1500-2500 (Sierra Classic era),Suburban,Trim,1984-1986; 1993-1994; 1996-1999,1984,1999,3,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,SUBURBAN,
GMC,Sonoma,S15,Trim,1980; 1984-1999; 2001,1980,2001,3,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,S15,
GMC,Vandura,G35,Trim,1984-1996; 2000,1984,2000,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,G35,
Honda,Civic,CNG,Trim,1998; 2000-2015,1998,2015,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,CNG,
Isuzu,i-Series,I-280,Trim,2006-2007,2006,2007,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,I-280,
Isuzu,i-Series,I-290,Trim,2007-2008,2007,2008,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,I-290,
Isuzu,i-Series,I-370,Trim,2007-2008,2007,2008,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,I-370,
Jaguar,Vanden Plas,VDP,Trim,2002-2009,2002,2009,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,VDP,
Jaguar,XJ,XJL,Trim,2011; 2013-2019,2011,2019,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,XJL,
Jaguar,XJ8,Xj8L,Trim,1998-2001; 2005-2009,1998,2009,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,XJ8L,
Jeep,Grand Cherokee,SRT,Series,2016-2021,2016,2021,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,SRT,SRT (Street & Racing Technology) is the official performance series across Stellantis models.
Jeep,Wrangler,Unlimited,Trim,2009-2022,2009,2022,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,UNLIMITED,
Kia,Forte,Koup,Trim,2011-2017,2011,2017,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,KOUP,
Land Rover,Range Rover,Classic,Trim,1992-1993; 1995,1992,1995,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,CLASSIC,
Land Rover,Range Rover,County,Trim,1993-1995,1993,1995,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,COUNTY,
Mazda,B-Series,B2000,Trim,1980; 1984; 1986-1987,1980,1987,3,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,B2000,
Mazda,B-Series,B-2200,Trim,1984; 1987-1993,1984,1993,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,B-2200,
Mazda,B-Series,B2600,Trim,1987-1989,1987,1989,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,B2600,
Mercedes-Benz,A-Class,A35,Trim,2020-2022,2020,2022,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,A35,
Mercedes-Benz,A-Class,AMG,Series,2020-2022,2020,2022,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,AMG,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
Mercedes-Benz,C-Class,AMG,Series,1995-1997; 1999-2000; 2002-2006; 2008-2026,1995,2026,4,Active,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,AMG,AMG is Mercedes-Benz's official performance series; certification records list AMG designations per class.
Mercedes-Benz,C-Class,C220,Trim,1994-1996; 1998,1994,1998,2,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,C220,
Mercedes-Benz,C-Class,C230,Trim,1997-2007,1997,2007,1,Discontinued,Government Verified,1,2,EPA,EPA FuelEconomy.gov Vehicle Fuel Economy Dataset,https://www.fueleconomy.gov/feg/epadata/vehicles.csv,NHTSA,NHTSA Recall dataset,https://api.nhtsa.gov/products/vehicle/models?issueType=r,2026-07-18,Added - V4 High-Priority Research,No,C230,
